103442000112,令和元年度任意調査,経営革新、経営力向上、経営改善、事業再生、事業承継,資金繰り、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）、事業承継ガイドラインの活用,
103442000112,令和２年度任意調査,経営革新、経営力向上、経営改善、事業再生、事業承継,資金繰り、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）、事業承継ガイドラインの活用,
103442000112,令和３年度任意調査,経営革新、経営改善、事業再生、事業承継,資金繰り、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）,
100142002513,平成30年度任意調査,創業、経営力向上、経営改善、事業再生、事業承継,海外展開、資金繰り、売上拡大、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）、【金融機関の場合】顧客の実情に応じた金融機関としてのコンサルティング機能の提供,・事業カウンセラーによる事業計画策定支援　・再生支援協議会等と連携した経営改善支援　・専門部署と外部機関連携による業務承継支援
100142002513,令和３年度任意調査,創業、経営改善、事業再生、事業承継、転廃業,資金繰り、事業計画策定、施策活用（補助金申請含む）、【金融機関の場合】顧客の実情に応じた金融機関としてのコンサルティング機能の提供,
100142002613,平成30年度任意調査,創業、経営改善、事業再生、事業承継,資金繰り、売上拡大、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）、ローカルベンチマークの活用、【金融機関の場合】顧客の実情に応じた金融機関としてのコンサルティング機能の提供,
100142002613,令和元年度任意調査,経営力向上、経営改善,資金繰り、事業計画策定、財務分析・経営分析、【金融機関の場合】顧客の実情に応じた金融機関としてのコンサルティング機能の提供,
100142002613,令和２年度任意調査,経営力向上、経営改善,資金繰り、事業計画策定、財務分析・経営分析、【金融機関の場合】顧客の実情に応じた金融機関としてのコンサルティング機能の提供,
100142000501,平成30年度任意調査,経営力向上、経営改善,資金繰り、現場改善・生産性向上、事業計画策定、財務分析・経営分析、税務,
100642001910,平成30年度任意調査,創業、経営力向上、経営改善,資金繰り、売上拡大、事業計画策定,・経営改善計画を作成し、フォローアップ　資金繰りの改善、売上、利益の拡大　　・補助金申請支援等
100642001910,令和２年度任意調査,創業、事業再生、事業承継,商品開発、資金繰り、売上拡大、事業計画策定、財務分析・経営分析、事業承継ガイドラインの活用,
100142001501,平成30年度任意調査,創業、経営力向上、経営改善、事業承継,資金繰り、売上拡大、現場改善・生産性向上、事業計画策定、財務分析・経営分析、税務,
100142001501,令和２年度任意調査,創業、経営革新、経営改善、事業承継,資金繰り、現場改善・生産性向上、事業計画策定、財務分析・経営分析、税務,
100142001501,令和３年度任意調査,創業、経営改善,資金繰り、事業計画策定,
100542000501,平成30年度任意調査,経営改善、事業再生、事業承継、転廃業、再チャレンジ,資金繰り、事業者への債権保全・債権回収、現場改善・生産性向上、事業計画策定、財務分析・経営分析、事業承継ガイドラインの活用,収益改善、資金繰り改善指導
100542000501,令和２年度任意調査,経営改善、事業承継,事業計画策定、ローカルベンチマークの活用、事業承継ガイドラインの活用,
100542000101,平成30年度任意調査,創業、事業承継,資金繰り、事業者への債権保全・債権回収、売上拡大、労務、法律相談、現場改善・生産性向上、財務分析・経営分析、税務,
100542000101,令和３年度任意調査,事業承継,財務分析・経営分析、税務,
100642000601,平成30年度任意調査,経営革新、経営力向上、経営改善,現場改善・生産性向上、財務分析・経営分析、税務,
100642000601,令和３年度任意調査,経営改善,事業計画策定,
104442000301,平成30年度任意調査,経営力向上,現場改善・生産性向上,税務申告書類の作成
104442000301,令和３年度任意調査,経営力向上,税務,
101042000101,令和元年度任意調査,経営力向上、経営改善,事業計画策定,
101042000101,令和２年度任意調査,事業再生,事業計画策定,
100542000301,平成30年度任意調査,経営力向上,事業計画策定,月次決算における内容説明等は実施しているが、モニタリングとまで言えるかどうかは分からない。
100542000301,令和元年度任意調査,経営力向上、経営改善、事業承継,資金繰り、現場改善・生産性向上、事業計画策定、財務分析・経営分析、税務,
100542000301,令和２年度任意調査,経営力向上,事業計画策定、財務分析・経営分析,
100542000301,令和３年度任意調査,経営力向上、事業承継,代理人としての契約交渉、事業計画策定、財務分析・経営分析、税務,
100242000903,平成30年度任意調査,創業、経営革新、異分野連携、経営力向上、経営改善、事業再生、事業承継、転廃業、再チャレンジ,ＩＴ利活用（内部管理・効率化）、海外展開、資金繰り、売上拡大、労務、現場改善・生産性向上、業務プロセスの改善、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）、税務,
100242000903,令和元年度任意調査,創業、経営革新、異分野連携、経営力向上、経営改善、事業再生、事業承継、転廃業、再チャレンジ,ＩＴ利活用（情報発信・付加価値向上）、ＩＴ利活用（内部管理・効率化）、広報戦略・ブランド力の強化、広告デザイン、商圏の拡大・新規顧客層への展開、海外展開、商品デザイン、商品開発、マーケティング、資金繰り、事業者への債権保全・債権回収、売上拡大、労務、法律相談、法律文書の作成・確認、代理人としての契約交渉、現場改善・生産性向上、業務プロセスの改善、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）、知的財産、税務、ローカルベンチマークの活用、事業承継ガイドラインの活用、【金融機関の場合】顧客の実情に応じた金融機関としてのコンサルティング機能の提供,
100242000903,令和３年度任意調査,創業、経営力向上、経営改善、事業再生、事業承継,マーケティング、資金繰り、売上拡大、現場改善・生産性向上、業務プロセスの改善、事業計画策定、財務分析・経営分析、税務,
100442000201,平成30年度任意調査,経営力向上,事業計画策定,
100442000201,令和２年度任意調査,経営力向上,財務分析・経営分析、税務,
100442000201,令和３年度任意調査,経営力向上,事業計画策定,
100142001101,平成30年度任意調査,創業、経営改善、転廃業,ＩＴ利活用（内部管理・効率化）、資金繰り、事業計画策定、財務分析・経営分析、税務、ローカルベンチマークの活用,経営計画の策定、税務、創業支援等を行っている
100142001101,令和３年度任意調査,経営革新、経営力向上、経営改善、事業承継、転廃業,事業計画策定、財務分析・経営分析、税務、ローカルベンチマークの活用,
100942000201,平成30年度任意調査,経営革新、事業承継,商品開発、財務分析・経営分析、税務,
100142000201,平成30年度任意調査,経営革新、経営改善,ＩＴ利活用（内部管理・効率化）、資金繰り、税務,会計監査を行い、経営者と経営上の問題点を把握し、経営改善策を検討し、実行を支援しています。
100142000201,令和３年度任意調査,経営力向上、経営改善,資金繰り、事業計画策定,
100542001108,令和２年度任意調査,創業、経営革新、経営力向上、経営改善、事業承継,ＩＴ利活用（情報発信・付加価値向上）、ＩＴ利活用（内部管理・効率化）、広報戦略・ブランド力の強化、商圏の拡大・新規顧客層への展開、商品開発、マーケティング、資金繰り、売上拡大、労務、法律相談、現場改善・生産性向上、業務プロセスの改善、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）、知的財産、税務、事業承継ガイドラインの活用,
100542001108,令和３年度任意調査,創業、経営革新、経営力向上、経営改善、事業承継,ＩＴ利活用（情報発信・付加価値向上）、商圏の拡大・新規顧客層への展開、マーケティング、資金繰り、売上拡大、労務、法律相談、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）,
103842000101,令和２年度任意調査,経営改善,資金繰り、事業計画策定、税務,
103842000101,令和３年度任意調査,転廃業,税務,
101642000218,平成30年度任意調査,創業、経営改善、事業再生,商品開発、マーケティング、資金繰り、売上拡大、労務、業務プロセスの改善、事業計画策定、財務分析・経営分析,金融機関からの新規融資、返済条件変更を金融支援とした経営改善計画を作成し、金融機関にその実行を依頼します。経営者・従業員が同じビジョンを共有し業績向上を計るためセミナー（経営者・従業員一緒に）を行い収益改善に向けた行動を促します。
101642000218,令和元年度任意調査,創業、経営改善,商圏の拡大・新規顧客層への展開、マーケティング、資金繰り、売上拡大、労務、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）,
101642000218,令和２年度任意調査,経営改善,商圏の拡大・新規顧客層への展開、商品開発、マーケティング、資金繰り、売上拡大、労務,
101642000218,令和３年度任意調査,創業、経営革新、異分野連携、経営改善,商圏の拡大・新規顧客層への展開、資金繰り、売上拡大、労務、財務分析・経営分析、施策活用（補助金申請含む）,
100842000401,平成30年度任意調査,経営力向上,ＩＴ利活用（内部管理・効率化）、売上拡大,
100642003501,令和２年度任意調査,経営力向上,税務,
100942000901,平成30年度任意調査,,,28年度に認定を受けた中小企業経営強化法第１３条第１項の認定を受けた事業所について、定期的に事業計画の確認をしている。
100942000901,令和２年度任意調査,,,
100942000901,令和３年度任意調査,経営改善,財務分析・経営分析、施策活用（補助金申請含む）,
100142001801,平成30年度任意調査,創業、経営革新、経営改善、事業承継、転廃業,マーケティング、資金繰り、法律文書の作成・確認、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）、税務,主に税理士業務に付随する経営改善、資金調達支援を実施している。
100742000801,平成30年度任意調査,経営改善,現場改善・生産性向上、事業計画策定,
100742000401,平成30年度任意調査,経営力向上,,「経営力向上計画及び計画の変更に係る認定申請書」の作成支援を行なっています。
100742000401,令和２年度任意調査,経営力向上,,
100642001401,平成30年度任意調査,経営力向上,税務,
100142000901,令和２年度任意調査,経営力向上、経営改善,事業計画策定、財務分析・経営分析,
100142000901,令和３年度任意調査,経営改善,資金繰り、事業計画策定,
100342001001,平成30年度任意調査,創業、経営力向上、事業承継、転廃業,ＩＴ利活用（内部管理・効率化）、資金繰り、事業計画策定、財務分析・経営分析、税務,月次巡回監査の実施（月次決算）、財務・経営分析、資金繰り支援、事業承継、事業計画等の策定支援・助言を行っています。
100242000401,平成30年度任意調査,経営改善,資金繰り、事業計画策定,
105842000201,令和３年度任意調査,経営力向上,事業計画策定、税務,
100742000910,平成30年度任意調査,経営革新、経営力向上、経営改善、事業再生、事業承継,資金繰り、売上拡大、労務、業務プロセスの改善、事業計画策定、財務分析・経営分析,①事業再生の支援　②経営革新の支援　③事業承継の支援　④各種補助金申請支援…もの補助、持続化
100742000910,令和元年度任意調査,経営革新、経営力向上、経営改善、事業再生、事業承継,商圏の拡大・新規顧客層への展開、資金繰り、売上拡大、業務プロセスの改善、財務分析・経営分析、事業承継ガイドラインの活用,モニタリングにおいて、専門家が加わる支援制度となっていない。
100742000910,令和２年度任意調査,経営革新、経営改善、事業再生、事業承継,商圏の拡大・新規顧客層への展開、資金繰り、売上拡大、現場改善・生産性向上、業務プロセスの改善、事業計画策定、財務分析・経営分析,
104942000113,平成30年度任意調査,経営改善、事業承継,ＩＴ利活用（情報発信・付加価値向上）、広報戦略・ブランド力の強化、商圏の拡大・新規顧客層への展開、売上拡大、施策活用（補助金申請含む）、事業承継ガイドラインの活用、【金融機関の場合】顧客の実情に応じた金融機関としてのコンサルティング機能の提供,
104942000113,令和元年度任意調査,創業、事業承継,資金繰り、事業計画策定、施策活用（補助金申請含む）,
104942000113,令和２年度任意調査,創業、経営改善、事業承継,資金繰り、施策活用（補助金申請含む）、【金融機関の場合】顧客の実情に応じた金融機関としてのコンサルティング機能の提供,
104942000113,令和３年度任意調査,創業、経営改善、事業再生,資金繰り、事業計画策定,
100642002001,平成30年度任意調査,経営力向上、経営改善,事業計画策定、財務分析・経営分析、税務,
100642002201,平成30年度任意調査,経営力向上,事業計画策定、税務,
100942000501,平成30年度任意調査,経営改善,事業計画策定、財務分析・経営分析,
104242000111,令和３年度任意調査,経営革新、経営力向上、経営改善,事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）、ローカルベンチマークの活用,
100842000102,令和３年度任意調査,経営革新、経営力向上、経営改善、事業再生,ＩＴ利活用（情報発信・付加価値向上）、ＩＴ利活用（内部管理・効率化）、広報戦略・ブランド力の強化、広告デザイン、商圏の拡大・新規顧客層への展開、商品開発、マーケティング、資金繰り、現場改善・生産性向上、事業計画策定、税務、【金融機関の場合】顧客の実情に応じた金融機関としてのコンサルティング機能の提供,
100342001102,平成30年度任意調査,創業、経営革新、異分野連携、経営力向上、経営改善,ＩＴ利活用（情報発信・付加価値向上）、ＩＴ利活用（内部管理・効率化）、売上拡大、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）,月次巡回監査を原則実施し、そのたびに経営状況などを報告確認している。
100342001102,令和３年度任意調査,創業、経営革新、経営力向上、経営改善、事業再生,ＩＴ利活用（情報発信・付加価値向上）、資金繰り、売上拡大、労務、法律相談、現場改善・生産性向上、財務分析・経営分析、施策活用（補助金申請含む）、税務、ローカルベンチマークの活用,
103542000202,平成30年度任意調査,創業、経営革新、経営力向上、経営改善、事業再生、事業承継,ＩＴ利活用（情報発信・付加価値向上）、ＩＴ利活用（内部管理・効率化）、広報戦略・ブランド力の強化、広告デザイン、商圏の拡大・新規顧客層への展開、海外展開、商品開発、マーケティング、資金繰り、事業者への債権保全・債権回収、売上拡大、現場改善・生産性向上、業務プロセスの改善、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）、税務、ローカルベンチマークの活用、事業承継ガイドラインの活用,
103542000202,令和２年度任意調査,創業、経営革新、経営力向上、経営改善、事業承継、転廃業,資金繰り、売上拡大、業務プロセスの改善、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）、税務,
103542000202,令和３年度任意調査,創業、経営革新、異分野連携、経営力向上、経営改善、事業再生、事業承継、転廃業,ＩＴ利活用（情報発信・付加価値向上）、ＩＴ利活用（内部管理・効率化）、広報戦略・ブランド力の強化、広告デザイン、商圏の拡大・新規顧客層への展開、商品デザイン、商品開発、マーケティング、資金繰り、事業者への債権保全・債権回収、売上拡大、現場改善・生産性向上、業務プロセスの改善、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）、知的財産、税務、ローカルベンチマークの活用,
105342000102,令和３年度任意調査,創業、経営革新、経営力向上、経営改善、事業再生、事業承継,ＩＴ利活用（情報発信・付加価値向上）、ＩＴ利活用（内部管理・効率化）、資金繰り、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）、税務,
100242000802,平成30年度任意調査,創業、経営改善、事業承継,マーケティング、資金繰り、売上拡大、業務プロセスの改善、事業計画策定、財務分析・経営分析、税務、ローカルベンチマークの活用,TKCモニタリング情報サービス活用
100642000702,平成30年度任意調査,経営改善,財務分析・経営分析、税務、ローカルベンチマークの活用,巡回監査の際に財務分析経営分析による説明指導等を行い設備投資等が必要な経営改善事項が生じた場合には税額控除等の税制面での指導を行っている。
100642003002,平成30年度任意調査,経営改善、転廃業,資金繰り、現場改善・生産性向上、事業計画策定,
100642003002,令和２年度任意調査,経営改善,資金繰り、施策活用（補助金申請含む）,
105142000102,平成30年度任意調査,経営力向上,事業計画策定、財務分析・経営分析、税務、ローカルベンチマークの活用,
100342001302,平成30年度任意調査,経営力向上、経営改善、事業承継,資金繰り、現場改善・生産性向上、事業計画策定、事業承継ガイドラインの活用,事業承継税制を使った相続税申告書作成　経営改善計画策定支援事業に伴う計画書策定支援及びモニタリング　経営力向上計画の策定支援
100142001902,平成30年度任意調査,経営力向上,資金繰り、現場改善・生産性向上、財務分析・経営分析,経営力向上計画策定支援、先端設備導入計画策定支援、ものづくり補助金申請支援、経営改善支援センター事業など
100942000302,平成30年度任意調査,経営力向上、経営改善,財務分析・経営分析、税務,
100342001202,平成30年度任意調査,創業、経営革新、経営改善、事業承継,広報戦略・ブランド力の強化、マーケティング、資金繰り、法律文書の作成・確認、現場改善・生産性向上、事業計画策定、財務分析・経営分析,
100342001202,令和２年度任意調査,創業、経営革新、異分野連携、経営改善、事業再生、事業承継、転廃業,ＩＴ利活用（内部管理・効率化）、商圏の拡大・新規顧客層への展開、資金繰り、事業者への債権保全・債権回収、売上拡大、労務、代理人としての契約交渉、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）、税務,
100342001202,令和３年度任意調査,創業、経営改善、事業再生、事業承継,商圏の拡大・新規顧客層への展開、売上拡大,
100242000101,平成30年度任意調査,創業、経営革新、経営改善、事業再生、事業承継,資金繰り、事業計画策定、財務分析・経営分析、税務、事業承継ガイドラインの活用,
100642002301,令和２年度任意調査,,,
100242000201,平成30年度任意調査,経営力向上、経営改善,事業計画策定、施策活用（補助金申請含む）,目標に対する実際の財務数値を比較することにより状況説明及び今後の見込み報告
100242000201,令和元年度任意調査,経営改善,事業計画策定,
100242000201,令和３年度任意調査,経営改善,資金繰り,
100542001210,平成30年度任意調査,経営革新、経営改善,マーケティング、売上拡大,経営相談
100542001210,令和元年度任意調査,創業、経営革新、異分野連携、経営改善、事業再生、事業承継,商圏の拡大・新規顧客層への展開、商品開発、マーケティング、業務プロセスの改善、事業計画策定,
100542001210,令和２年度任意調査,創業、経営革新、異分野連携、経営力向上、経営改善、事業再生、事業承継,商品開発、マーケティング、売上拡大、事業計画策定、財務分析・経営分析,
100542001210,令和３年度任意調査,創業、経営革新、異分野連携,ＩＴ利活用（情報発信・付加価値向上）、ＩＴ利活用（内部管理・効率化）、広報戦略・ブランド力の強化、商圏の拡大・新規顧客層への展開、マーケティング,
100742000501,平成30年度任意調査,経営力向上、経営改善,資金繰り、事業計画策定、財務分析・経営分析,資金繰り表の提出依頼や経営力向上計画の認定申請手続き
100742000301,令和２年度任意調査,事業承継,税務,
100742000301,令和３年度任意調査,経営改善,資金繰り,
100342000201,平成30年度任意調査,創業、経営力向上、経営改善、事業承継、転廃業,ＩＴ利活用（内部管理・効率化）、資金繰り、現場改善・生産性向上、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）、税務,税理士として税務が中心であるものの、月次訪問により把握した中小企業・小規模事業者の幅広いニーズに応えるべく活動しております。
101942000101,令和元年度任意調査,事業承継,税務,
101942000101,令和３年度任意調査,事業承継,法律相談、税務,
100642001001,平成30年度任意調査,創業、事業承継、転廃業,財務分析・経営分析、税務,
100642001001,令和２年度任意調査,創業、経営改善、転廃業,ＩＴ利活用（情報発信・付加価値向上）、資金繰り、労務、事業計画策定、財務分析・経営分析、税務,
100442000107,平成30年度任意調査,創業、経営革新、異分野連携、経営力向上、経営改善、事業再生、事業承継、転廃業、再チャレンジ,ＩＴ利活用（情報発信・付加価値向上）、ＩＴ利活用（内部管理・効率化）、広報戦略・ブランド力の強化、広告デザイン、商圏の拡大・新規顧客層への展開、海外展開、商品デザイン、商品開発、マーケティング、資金繰り、売上拡大、労務、法律相談、現場改善・生産性向上、業務プロセスの改善、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）、知的財産、税務、ローカルベンチマークの活用、事業承継ガイドラインの活用,専門家派遣による個別相談、セミナーによる集団指導、計画書や各種申請書の策定支援、巡回による事後フォロー
100442000107,令和元年度任意調査,創業、経営革新、異分野連携、経営力向上、経営改善、事業再生、事業承継、転廃業、再チャレンジ,ＩＴ利活用（情報発信・付加価値向上）、ＩＴ利活用（内部管理・効率化）、広報戦略・ブランド力の強化、広告デザイン、商圏の拡大・新規顧客層への展開、海外展開、商品デザイン、商品開発、マーケティング、資金繰り、事業者への債権保全・債権回収、売上拡大、労務、法律相談、現場改善・生産性向上、業務プロセスの改善、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）、知的財産、税務、ローカルベンチマークの活用、事業承継ガイドラインの活用,
100442000107,令和２年度任意調査,創業、経営革新、異分野連携、経営力向上、経営改善、事業再生、事業承継、転廃業、再チャレンジ,ＩＴ利活用（情報発信・付加価値向上）、ＩＴ利活用（内部管理・効率化）、広報戦略・ブランド力の強化、広告デザイン、商圏の拡大・新規顧客層への展開、海外展開、商品デザイン、商品開発、マーケティング、資金繰り、事業者への債権保全・債権回収、売上拡大、労務、法律相談、現場改善・生産性向上、業務プロセスの改善、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）、知的財産、税務、ローカルベンチマークの活用、事業承継ガイドラインの活用,
100442000107,令和３年度任意調査,創業、経営革新、異分野連携、経営力向上、経営改善、事業再生、事業承継、転廃業、再チャレンジ,ＩＴ利活用（情報発信・付加価値向上）、ＩＴ利活用（内部管理・効率化）、広報戦略・ブランド力の強化、広告デザイン、商圏の拡大・新規顧客層への展開、海外展開、商品デザイン、商品開発、マーケティング、資金繰り、事業者への債権保全・債権回収、売上拡大、労務、法律相談、現場改善・生産性向上、業務プロセスの改善、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）、知的財産、税務、ローカルベンチマークの活用、事業承継ガイドラインの活用,
101242000409,令和２年度任意調査,経営革新、経営力向上、経営改善,商圏の拡大・新規顧客層への展開、事業計画策定、施策活用（補助金申請含む）,
101242000409,令和３年度任意調査,経営革新、経営力向上、経営改善,ＩＴ利活用（内部管理・効率化）、現場改善・生産性向上、施策活用（補助金申請含む）,
100742001113,平成30年度任意調査,創業、経営革新、経営力向上,マーケティング、資金繰り、売上拡大、現場改善・生産性向上、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）、【金融機関の場合】顧客の実情に応じた金融機関としてのコンサルティング機能の提供,・ものづくり補助金等、補助事業完了及び過年度アフターフォロー、経営力向上計画の進捗フォロー（変更申請の申請提案含）、資金繰り支援、ビジネスマッチング支援。
100742001113,令和元年度任意調査,経営革新、経営力向上,現場改善・生産性向上、業務プロセスの改善、事業計画策定、財務分析・経営分析、施策活用（補助金申請含む）、【金融機関の場合】顧客の実情に応じた金融機関としてのコンサルティング機能の提供,
100742001113,令和２年度任意調査,経営革新、経営力向上、事業承継,現場改善・生産性向上、財務分析・経営分析、【金融機関の場合】顧客の実情に応じた金融機関としてのコンサルティング機能の提供,
100742001113,令和３年度任意調査,経営力向上,現場改善・生産性向上,
